,Date,Tweets
514,2019-10-18,"RT @bookstarve: Go back to letter writting &amp;postcard system ,or move to #BSNL that's the only way to communicate in a cheap rate or go with…"
515,2019-10-18,"RT @bookstarve: Go back to letter writting &amp;postcard system ,or move to #BSNL that's the only way to communicate in a cheap rate or go with…"
516,2019-10-18,"RT @AlekhyaBanerjee: #BSNL #SaveBSNL #BoycottJio #SwitchtoBSNL
@PMOIndia @narendramodi @BSNLCorporate 
It may be a wrong desion to close BS…"
517,2019-10-18,RT @bookstarve: For a unemployed youth it's already huge for us to manage our minimum expenditure then there was companies like #jio who pu…
518,2019-10-18,RT @bookstarve: For a unemployed youth it's already huge for us to manage our minimum expenditure then there was companies like #jio who pu…
519,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
520,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
521,2019-10-18,"RT @Parisutha_Aavi: This right here was the list of LOOT PACKAGE enforced by #Airtel. 

#Jio showed them their hole to crawl back.

Shamele…"
522,2019-10-18,Yea right.. As if #Jio never existed https://t.co/nXsQMAl7aH
523,2019-10-18,"What are your views on IUC?
#IUC #jio #MukeshAmbani #NitaAmbani #trai #jiousers #charges"
524,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
525,2019-10-18,"RT @MarketingMvrick: Mukesh Ambani's Reliance becomes first Indian company to hit Rs 9 Lakh Crore in Market Valuation.

#Reliance Ind becom…"
526,2019-10-18,RT @AJAY_ACCENT: @BSNLCorporate @rsprasad @EconomicTimes First stop harassing @BSNLCorporate employee ! I wonder why @BSNLCorporate are not…
527,2019-10-18,"#Jio #jiousers #JioFiber #Jio
@JioCare @reliancejio do you have any answers??? https://t.co/jegW9BnZoL"
528,2019-10-18,"@epfoaindia pls spend some money on IT services. So that portal should run on fastest network of #Jio and #airtel.

Pathetic service of EPFO portal. 

Screw IT Head https://t.co/PUlhuxSn0t"
529,2019-10-18,@JioCare I Ported to worst network @airtelindia as you were busy upgrading tower from last 3 years. #JioUsers #jio #TRAI
530,2019-10-18,"Mukesh Ambani's Reliance becomes first Indian company to hit Rs 9 Lakh Crore in Market Valuation.

#Reliance Ind becomes India's most valued company

#RiL #BSE #Sensex #MarketValue #Jio #MarketingMaverick https://t.co/FYVoBLuFSM"
531,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
532,2019-10-18,worst service by @JioCare @reliancejio #Jio can u pls  help me ?
533,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
534,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
535,2019-10-18,"IAM Platform Curated Retweet:

Via: https://t.co/akgmek6TYY

Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain aficionados- ABSOLUTELY FREE.

Talk to us today by clicking here:-"
536,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
537,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
538,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
539,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
540,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
541,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
542,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
543,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
544,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
545,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
546,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
547,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
548,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
549,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
550,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
551,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
552,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
553,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
554,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
555,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
556,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
557,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
558,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
559,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
560,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
561,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
562,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
563,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
564,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
565,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
566,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
567,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
568,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
569,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
570,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
571,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
572,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
573,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
574,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
575,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
576,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
577,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
578,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
579,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
580,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
581,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
582,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
583,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
584,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
585,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
586,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
587,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
588,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
589,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
590,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
591,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
592,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
593,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
594,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
595,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
596,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
597,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
598,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
599,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
600,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
601,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
602,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
603,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
604,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
605,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
606,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
607,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
608,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
609,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
610,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
611,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
612,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
613,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
614,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
615,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
616,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
617,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
618,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
619,2019-10-18,"RT @somish_in: Cost of 30 Minutes calls from #Jio to Non-Jio carriers - 1.80 Rupees.

Cost of 30 Minutes consultation with our #Blockchain…"
